InfoSet,Action,Probability
5|2-3|7,2-5,0.2076548
5|2-3|7,2-6,0.095838
4|2-2|4,Challenge,0.9999843
1|2-5|1,Challenge,0.9997327
4|2-3|1,Challenge,0.9990666
3|2-4|1,Challenge,0.9996001
1|2-1|5,Challenge,0.8886806
1|2-1|5,2-2,0.0018430472
1|2-1|5,2-3,0.0016649514
1|2-1|5,2-4,0.0013681254
1|2-1|5,2-5,0.105291724
1|2-1|5,2-6,0.0011515869
2|2-5|1,Challenge,0.9997302
4|1-6|6,Challenge,0.52273566
4|1-6|6,2-1,0.040284313
4|1-6|6,2-2,0.13767879
4|1-6|6,2-3,0.10659365
4|1-6|6,2-4,0.16737863
4|1-6|6,2-5,0.019342853
4|1-6|6,2-6,0.0059859846
6|2-1|2,Challenge,0.999924
3|2-1|3,Challenge,0.9999544
6|2-1|3,Challenge,0.99993384
4|2-5|7,Challenge,0.84035754
4|2-5|7,2-6,0.15964246
5|1-6|4,Challenge,0.99993116
2|2-3|9,Challenge,0.77625275
2|2-3|9,2-4,0.07458239
2|2-3|9,2-5,0.07458239
2|2-3|9,2-6,0.07458239
4|2-2|8,Challenge,0.88104767
4|2-2|8,2-3,0.029719388
4|2-2|8,2-4,0.029794112
4|2-2|8,2-5,0.029719388
4|2-2|8,2-6,0.029719388
1|2-4|5,Challenge,0.99258345
1|2-4|5,2-5,0.003708233
1|2-4|5,2-6,0.003708233
1|2-1|4,Challenge,0.99691343
4|1-6|4,Challenge,0.99992394
2|1-4|4,Challenge,0.8764081
2|1-4|4,1-5,0.03105796
2|1-4|4,1-6,0.01975818
2|1-4|4,2-1,0.0047863144
2|1-4|4,2-2,0.06385971
2|1-4|4,2-3,0.002441652
2|2-2|3,Challenge,0.9990082
6|1-6|3,Challenge,0.0018226247
6|1-6|3,2-1,0.001884825
6|1-6|3,2-2,0.0018821912
6|1-6|3,2-3,0.0018782404
6|1-6|3,2-4,0.0018716557
6|1-6|3,2-5,0.0018584867
6|1-6|3,2-6,0.98880196
5|1-2|2,Challenge,0.024032006
5|1-2|2,1-3,0.007801747
5|1-2|2,1-4,0.006751356
5|1-2|2,1-5,0.9519744
5|1-2|2,1-6,0.0032923832
5|1-2|2,2-5,0.005905272
2|2-6|4,Challenge,1
6|2-5|6,Challenge,0.995722
6|2-5|6,2-6,0.0042779646
5|1-6|5,Challenge,0.9997067
2|2-3|5,Challenge,0.98779696
2|2-3|5,2-4,0.00406771
2|2-3|5,2-5,0.00406771
2|2-3|5,2-6,0.00406771
4|None|0,1-1,0.16760074
4|None|0,1-2,0.08859209
4|None|0,1-3,0.017230289
4|None|0,1-4,0.6925949
4|None|0,1-5,0.012740766
4|None|0,1-6,0.012260078
4|None|0,2-4,0.008560436
6|2-2|2,Challenge,0.99987626
5|1-4|4,Challenge,0.052277356
5|1-4|4,1-5,0.9290066
5|1-4|4,1-6,0.0027292103
5|1-4|4,2-5,0.012634611
2|2-3|2,Challenge,0.99996984
4|2-3|8,Challenge,0.92829525
4|2-3|8,2-4,0.023901595
4|2-3|8,2-5,0.023901595
4|2-3|8,2-6,0.023901595
3|2-5|6,Challenge,0.9707903
3|2-5|6,2-6,0.029209642
6|None|0,1-1,0.11051805
6|None|0,1-2,0.07519739
6|None|0,1-3,0.01935543
6|None|0,1-4,0.010176283
6|None|0,1-5,0.0064660925
6|None|0,1-6,0.7730231
6|None|0,2-6,0.0049614524
1|2-6|9,Challenge,1
5|2-1|6,Challenge,0.99928147
1|1-3|1,Challenge,0.99819946
5|1-5|4,1-6,0.0055591925
5|1-5|4,2-1,0.0010957733
5|1-5|4,2-5,0.9898684
2|2-3|4,Challenge,0.9999709
6|2-4|3,Challenge,0.9998832
6|2-3|6,Challenge,0.9977339
4|1-2|2,Challenge,0.02742288
4|1-2|2,1-3,0.005688558
4|1-2|2,1-4,0.9552586
4|1-2|2,1-5,0.003156706
4|1-2|2,1-6,0.002874927
4|1-2|2,2-4,0.0054063923
3|2-2|4,Challenge,0.99995005
1|2-5|3,Challenge,0.99995536
2|2-6|12,Challenge,1
3|1-6|5,Challenge,0.92860174
3|1-6|5,2-1,0.018708875
3|1-6|5,2-2,0.01558489
3|1-6|5,2-3,0.020573834
3|1-6|5,2-4,0.0076064854
3|1-6|5,2-5,0.0055662603
3|1-6|5,2-6,0.0033579003
6|2-6|12,Challenge,1
5|2-6|7,Challenge,1
3|2-6|1,Challenge,1
6|1-6|1,2-6,0.99875236
5|1-5|3,1-6,0.0132533135
5|1-5|3,2-1,0.003835799
5|1-5|3,2-2,0.0015977114
5|1-5|3,2-3,0.0014137933
5|1-5|3,2-4,0.0011130043
5|1-5|3,2-5,0.97732574
6|2-3|4,Challenge,0.9999649
4|2-4|2,Challenge,0.99987507
1|1-4|2,Challenge,0.9993603
6|2-6|5,Challenge,1
6|1-5|5,Challenge,0.232917
6|1-5|5,1-6,0.6382317
6|1-5|5,2-1,0.017869757
6|1-5|5,2-2,0.017130453
6|1-5|5,2-3,0.016021492
6|1-5|5,2-4,0.0141732255
6|1-5|5,2-5,0.013525234
6|1-5|5,2-6,0.050131135
4|1-3|1,Challenge,0.0228761
4|1-3|1,1-4,0.9677178
4|1-3|1,1-5,0.0033640417
4|1-3|1,1-6,0.003052232
4|1-3|1,2-4,0.0027180829
2|2-4|7,Challenge,0.96247905
2|2-4|7,2-5,0.018760478
2|2-4|7,2-6,0.018760478
1|2-2|3,Challenge,0.99996865
5|1-6|3,Challenge,0.9999562
1|2-5|8,Challenge,0.9320777
1|2-5|8,2-6,0.06792225
3|1-6|3,Challenge,0.9998294
3|1-5|3,Challenge,0.9998822
3|2-5|4,Challenge,0.9999536
5|2-4|2,Challenge,0.9998611
3|2-6|5,Challenge,1
2|2-3|6,Challenge,0.9875805
2|2-3|6,2-4,0.0041398867
2|2-3|6,2-5,0.0041398867
2|2-3|6,2-6,0.0041398867
3|2-1|5,Challenge,0.9750052
3|2-1|5,2-2,0.0049989875
3|2-1|5,2-3,0.0049989875
3|2-1|5,2-4,0.0049989875
3|2-1|5,2-5,0.0049989875
3|2-1|5,2-6,0.0049989875
5|2-5|2,Challenge,0.99991935
4|2-3|9,Challenge,0.25
4|2-3|9,2-4,0.25
4|2-3|9,2-5,0.25
4|2-3|9,2-6,0.25
5|2-5|4,Challenge,0.9999393
6|1-3|3,Challenge,0.020138822
6|1-3|3,1-4,0.006539374
6|1-3|3,1-5,0.0072796433
6|1-3|3,1-6,0.9545553
6|1-3|3,2-1,0.0010311524
6|1-3|3,2-6,0.0077367355
2|2-2|6,Challenge,0.98255134
2|2-2|6,2-3,0.004362188
2|2-2|6,2-4,0.004362188
2|2-2|6,2-5,0.004362188
2|2-2|6,2-6,0.004362188
3|2-5|9,Challenge,0.8064537
3|2-5|9,2-6,0.1935463
6|2-6|2,Challenge,1
2|2-4|10,Challenge,0.33333334
2|2-4|10,2-5,0.33333334
2|2-4|10,2-6,0.33333334
3|1-4|1,Challenge,0.9992926
3|1-6|4,Challenge,0.99969256
5|2-3|8,Challenge,0.97543293
5|2-3|8,2-4,0.0068896734
5|2-3|8,2-5,0.010787765
5|2-3|8,2-6,0.0068896734
1|2-5|6,Challenge,0.96081144
1|2-5|6,2-6,0.03918855
5|2-2|6,Challenge,0.99860805
3|1-2|2,Challenge,0.033779487
3|1-2|2,1-3,0.9509681
3|1-2|2,1-4,0.0033597625
3|1-2|2,1-5,0.003622695
3|1-2|2,1-6,0.0036006004
3|1-2|2,2-3,0.0044409423
2|2-6|10,Challenge,1
5|2-1|7,Challenge,0.8431056
5|2-1|7,2-2,0.02877155
5|2-1|7,2-3,0.02978816
5|2-1|7,2-4,0.029297616
5|2-1|7,2-5,0.040265497
5|2-1|7,2-6,0.02877155
3|1-5|4,Challenge,0.99982566
6|1-5|2,Challenge,0.012266133
6|1-5|2,1-6,0.9824188
6|1-5|2,2-6,0.0050870855
6|1-4|2,Challenge,0.010984684
6|1-4|2,1-5,0.0037779224
6|1-4|2,1-6,0.9802383
6|1-4|2,2-6,0.00480768
2|2-4|9,Challenge,0.8367872
2|2-4|9,2-5,0.0816064
2|2-4|9,2-6,0.0816064
4|2-2|6,Challenge,0.94868
4|2-2|6,2-3,0.012829985
4|2-2|6,2-4,0.012829985
4|2-2|6,2-5,0.012829985
4|2-2|6,2-6,0.012829985
5|2-2|4,Challenge,0.99996406
4|2-6|7,Challenge,1
6|2-4|4,Challenge,0.99995816
3|2-4|10,Challenge,0.33333334
3|2-4|10,2-5,0.33333334
3|2-4|10,2-6,0.33333334
4|2-3|2,Challenge,0.9999324
1|1-6|2,Challenge,0.9998179
5|2-3|4,Challenge,0.99995714
4|1-5|5,Challenge,0.9935808
4|1-5|5,1-6,0.0037654224
4|1-5|5,2-4,0.0014371636
6|2-6|4,Challenge,1
5|2-4|9,Challenge,0.40123066
5|2-4|9,2-5,0.31306157
5|2-4|9,2-6,0.28570783
3|2-4|5,Challenge,0.993768
3|2-4|5,2-5,0.0031160319
3|2-4|5,2-6,0.0031160319
5|2-2|2,Challenge,0.9999349
2|2-3|3,Challenge,0.9999323
1|2-4|8,Challenge,0.9363872
1|2-4|8,2-5,0.03180642
1|2-4|8,2-6,0.03180642
1|2-3|2,Challenge,0.99986464
1|2-6|2,Challenge,1
6|2-4|8,Challenge,0.39432544
6|2-4|8,2-5,0.29504558
6|2-4|8,2-6,0.31062898
5|1-5|2,1-6,0.007686891
5|1-5|2,2-5,0.99089813
4|2-4|6,Challenge,0.7758374
4|2-4|6,2-5,0.18288162
4|2-4|6,2-6,0.041281007
1|2-6|5,Challenge,1
1|1-5|3,Challenge,0.9956214
1|1-5|3,1-6,0.002467077
1|1-5|3,2-1,0.0013180696
2|2-5|6,Challenge,0.9735572
2|2-5|6,2-6,0.026442846
6|2-5|9,Challenge,0.5834808
6|2-5|9,2-6,0.41651922
2|2-5|8,Challenge,0.8189112
2|2-5|8,2-6,0.18108878
6|2-5|5,Challenge,0.99695426
6|2-5|5,2-6,0.003045678
2|2-1|6,Challenge,0.9903119
2|2-1|6,2-2,0.003239055
2|2-1|6,2-3,0.0016122465
2|2-1|6,2-4,0.0016122465
2|2-1|6,2-5,0.0016122465
2|2-1|6,2-6,0.0016122465
3|1-5|2,Challenge,0.99973226
3|2-2|3,Challenge,0.99995136
5|2-1|1,Challenge,0.9993438
4|2-4|9,Challenge,0.43896598
4|2-4|9,2-5,0.280517
4|2-4|9,2-6,0.280517
4|2-1|5,Challenge,0.995904
2|2-2|8,Challenge,0.47349352
2|2-2|8,2-3,0.13162664
2|2-2|8,2-4,0.13162664
2|2-2|8,2-5,0.13162664
2|2-2|8,2-6,0.13162664
4|1-6|5,Challenge,0.9939275
4|1-6|5,2-1,0.0014020146
4|1-6|5,2-2,0.0012670752
4|1-6|5,2-3,0.0010646662
4|1-6|5,2-4,0.0019361873
5|1-4|2,Challenge,0.016776487
5|1-4|2,1-5,0.97539735
5|1-4|2,1-6,0.003349593
5|1-4|2,2-5,0.0043607373
1|2-2|6,Challenge,0.9973144
2|2-6|1,Challenge,1
5|1-2|1,Challenge,0.03729351
5|1-2|1,1-3,0.009640712
5|1-2|1,1-4,0.0066783037
5|1-2|1,1-5,0.93498707
5|1-2|1,1-6,0.005422197
5|1-2|1,2-5,0.005760364
6|1-3|1,Challenge,0.008800957
6|1-3|1,1-4,0.003211206
6|1-3|1,1-5,0.0029607872
6|1-3|1,1-6,0.9816189
6|1-3|1,2-6,0.0030879988
4|1-5|1,Challenge,0.99842757
6|2-6|10,Challenge,1
3|2-4|3,Challenge,0.9999696
2|2-5|11,Challenge,0.5
2|2-5|11,2-6,0.5
1|2-2|1,Challenge,0.9995248
4|2-5|3,Challenge,0.99994
4|2-4|8,Challenge,0.88175464
4|2-4|8,2-5,0.05912267
4|2-4|8,2-6,0.05912267
3|2-1|4,Challenge,0.9999602
1|2-5|11,Challenge,0.5
1|2-5|11,2-6,0.5
3|None|0,1-1,0.22799784
3|None|0,1-2,0.105330534
3|None|0,1-3,0.59031564
3|None|0,1-4,0.021113511
3|None|0,1-5,0.019922156
3|None|0,1-6,0.020518156
3|None|0,2-3,0.014356165
5|2-6|10,Challenge,1
4|2-1|4,Challenge,0.99998534
5|2-2|3,Challenge,0.99994135
6|1-2|2,Challenge,0.01283465
6|1-2|2,1-3,0.007171355
6|1-2|2,1-4,0.0056308755
6|1-2|2,1-5,0.004749031
6|1-2|2,1-6,0.9648267
6|1-2|2,2-6,0.004451259
2|1-3|1,Challenge,0.99733305
2|1-3|1,2-2,0.0010010272
1|2-5|7,Challenge,0.98953223
1|2-5|7,2-6,0.010467767
1|1-1|1,1-2,0.029057851
1|1-1|1,1-3,0.029398898
1|1-1|1,1-4,0.023305941
1|1-1|1,1-5,0.01620625
1|1-1|1,1-6,0.011824866
1|1-1|1,2-1,0.88971955
1|2-5|4,Challenge,0.99923104
1|2-2|8,Challenge,0.9645845
1|2-2|8,2-3,0.008834198
1|2-2|8,2-4,0.008912918
1|2-2|8,2-5,0.008834198
1|2-2|8,2-6,0.008834198
4|2-5|1,Challenge,0.99930745
3|2-4|4,Challenge,0.9999842
4|2-2|3,Challenge,0.999953
5|2-6|6,Challenge,1
6|1-4|3,Challenge,0.026765889
6|1-4|3,1-5,0.009042361
6|1-4|3,1-6,0.9493456
6|1-4|3,2-6,0.012309024
6|2-3|1,Challenge,0.9988881
4|2-2|5,Challenge,0.9935183
4|2-2|5,2-3,0.0011507041
4|2-2|5,2-4,0.0030294645
4|2-2|5,2-5,0.0011507041
4|2-2|5,2-6,0.0011507041
5|2-6|12,Challenge,1
4|1-5|4,Challenge,0.99995506
6|2-6|8,Challenge,1
3|1-4|3,Challenge,0.99988127
2|1-2|1,1-3,0.018953089
2|1-2|1,1-4,0.015519326
2|1-2|1,1-5,0.013954545
2|1-2|1,1-6,0.014465057
2|1-2|1,2-2,0.9366195
