InfoSet,Action,Probability
22|1-6|1,2-5,0.05714216
22|1-6|1,2-6,0.052994598
22|1-6|1,3-1,0.056819055
22|1-6|1,3-2,0.053158507
22|1-6|1,3-3,0.05864279
22|1-6|1,3-4,0.051260117
22|1-6|1,3-5,0.05216718
22|1-6|1,3-6,0.049673773
22|1-6|1,4-1,0.050602242
22|1-6|1,4-2,0.0478236
22|1-6|1,4-3,0.044705383
22|1-6|1,4-4,0.04800738
22|1-6|1,4-5,0.04551071
22|1-6|1,4-6,0.049382363
35|2-1|3,Challenge,0.04776478
35|2-1|3,2-2,0.04431197
35|2-1|3,2-3,0.047387715
35|2-1|3,2-4,0.050078984
35|2-1|3,2-5,0.046349388
35|2-1|3,2-6,0.046138197
35|2-1|3,3-1,0.045500815
35|2-1|3,3-2,0.06699555
35|2-1|3,3-3,0.04325469
35|2-1|3,3-4,0.047003243
35|2-1|3,3-5,0.0866034
35|2-1|3,3-6,0.16388139
35|2-1|3,4-1,0.046714894
35|2-1|3,4-2,0.041824505
35|2-1|3,4-3,0.044504207
35|2-1|3,4-4,0.04498479
35|2-1|3,4-5,0.041620698
35|2-1|3,4-6,0.045080908
14|4-2|4,Challenge,0.75110185
14|4-2|4,4-3,0.07259905
14|4-2|4,4-4,0.06942287
14|4-2|4,4-5,0.055271044
14|4-2|4,4-6,0.051605165
45|4-5|6,Challenge,0.83035713
45|4-5|6,4-6,0.16964285
46|3-5|1,Challenge,0.61930686
46|3-5|1,3-6,0.059626944
46|3-5|1,4-1,0.062251482
46|3-5|1,4-2,0.05418286
46|3-5|1,4-3,0.048298404
46|3-5|1,4-4,0.053214833
46|3-5|1,4-5,0.053760044
46|3-5|1,4-6,0.049358577
11|3-3|3,Challenge,0.29197577
11|3-3|3,3-4,0.09138215
11|3-3|3,3-5,0.079824895
11|3-3|3,3-6,0.08665948
11|3-3|3,4-1,0.08154796
11|3-3|3,4-2,0.07963622
11|3-3|3,4-3,0.07911532
11|3-3|3,4-4,0.07073999
11|3-3|3,4-5,0.06517435
11|3-3|3,4-6,0.073943764
26|4-3|3,Challenge,0.9623457
26|4-3|3,4-4,0.013108207
26|4-3|3,4-5,0.011728397
26|4-3|3,4-6,0.012817721
23|2-6|5,Challenge,0.079059824
23|2-6|5,3-1,0.079059824
23|2-6|5,3-2,0.079059824
23|2-6|5,3-3,0.079059824
23|2-6|5,3-4,0.079059824
23|2-6|5,3-5,0.079059824
23|2-6|5,3-6,0.079059824
23|2-6|5,4-1,0.079059824
23|2-6|5,4-2,0.079059824
23|2-6|5,4-3,0.079059824
23|2-6|5,4-4,0.079059824
23|2-6|5,4-5,0.05128205
23|2-6|5,4-6,0.079059824
55|1-6|4,Challenge,0.05263159
55|1-6|4,2-1,0.05263159
55|1-6|4,2-2,0.05263159
55|1-6|4,2-3,0.05263159
55|1-6|4,2-4,0.05263159
55|1-6|4,2-5,0.05263159
55|1-6|4,2-6,0.05263159
55|1-6|4,3-1,0.05263159
55|1-6|4,3-2,0.05263159
55|1-6|4,3-3,0.05263159
55|1-6|4,3-4,0.05263159
55|1-6|4,3-5,0.05263159
55|1-6|4,3-6,0.05263159
55|1-6|4,4-1,0.05263159
55|1-6|4,4-2,0.05263159
55|1-6|4,4-3,0.05263159
55|1-6|4,4-4,0.05263159
55|1-6|4,4-5,0.05263159
55|1-6|4,4-6,0.05263159
44|3-3|4,Challenge,0.23741587
44|3-3|4,3-4,0.09332083
44|3-3|4,3-5,0.11760455
44|3-3|4,3-6,0.076290056
44|3-3|4,4-1,0.085284494
44|3-3|4,4-2,0.07864578
44|3-3|4,4-3,0.08196514
44|3-3|4,4-4,0.08458568
44|3-3|4,4-5,0.0681636
44|3-3|4,4-6,0.07672405
35|2-4|3,Challenge,0.18267907
35|2-4|3,2-5,0.074533716
35|2-4|3,2-6,0.07021909
35|2-4|3,3-1,0.06438505
35|2-4|3,3-2,0.056980237
35|2-4|3,3-3,0.058356825
35|2-4|3,3-4,0.070454605
35|2-4|3,3-5,0.060023725
35|2-4|3,3-6,0.0523703
35|2-4|3,4-1,0.05729427
35|2-4|3,4-2,0.05110022
35|2-4|3,4-3,0.05627332
35|2-4|3,4-4,0.043729346
35|2-4|3,4-5,0.05096312
35|2-4|3,4-6,0.050637063
12|1-2|2,Challenge,0.032977503
12|1-2|2,1-3,0.03274028
12|1-2|2,1-4,0.034806397
12|1-2|2,1-5,0.064822465
12|1-2|2,1-6,0.03440465
12|1-2|2,2-1,0.032453317
12|1-2|2,2-2,0.03440465
12|1-2|2,2-3,0.031075908
12|1-2|2,2-4,0.10918655
12|1-2|2,2-5,0.10166819
12|1-2|2,2-6,0.033371594
12|1-2|2,3-1,0.033830732
12|1-2|2,3-2,0.049556162
12|1-2|2,3-3,0.03429752
12|1-2|2,3-4,0.040488217
12|1-2|2,3-5,0.054491885
12|1-2|2,3-6,0.033715945
12|1-2|2,4-1,0.049383987
12|1-2|2,4-2,0.03377334
12|1-2|2,4-3,0.029354146
12|1-2|2,4-4,0.03440465
12|1-2|2,4-5,0.030387202
12|1-2|2,4-6,0.03440465
66|4-6|8,Challenge,1
25|4-3|3,Challenge,0.9360362
25|4-3|3,4-4,0.021912131
25|4-3|3,4-5,0.02204194
25|4-3|3,4-6,0.020009724
56|2-1|1,Challenge,0.19346662
56|2-1|1,2-2,0.055796344
56|2-1|1,2-3,0.047874488
56|2-1|1,2-4,0.06425462
56|2-1|1,2-5,0.052770536
56|2-1|1,2-6,0.049304508
56|2-1|1,3-1,0.051945608
56|2-1|1,3-2,0.0466534
56|2-1|1,3-3,0.050073482
56|2-1|1,3-4,0.051954336
56|2-1|1,3-5,0.054403562
56|2-1|1,3-6,0.04712687
56|2-1|1,4-1,0.044348206
56|2-1|1,4-2,0.04351443
56|2-1|1,4-3,0.036095995
56|2-1|1,4-4,0.03781319
56|2-1|1,4-5,0.03667188
56|2-1|1,4-6,0.03593188
34|4-2|2,Challenge,0.8737078
34|4-2|2,4-3,0.03273595
34|4-2|2,4-4,0.03070939
34|4-2|2,4-5,0.033019826
34|4-2|2,4-6,0.029827092
12|4-5|5,Challenge,0.96308726
12|4-5|5,4-6,0.03691275
15|1-5|4,Challenge,0.049999993
15|1-5|4,1-6,0.049999993
15|1-5|4,2-1,0.049999993
15|1-5|4,2-2,0.049999993
15|1-5|4,2-3,0.049999993
15|1-5|4,2-4,0.049999993
15|1-5|4,2-5,0.049999993
15|1-5|4,2-6,0.049999993
15|1-5|4,3-1,0.049999993
15|1-5|4,3-2,0.049999993
15|1-5|4,3-3,0.049999993
15|1-5|4,3-4,0.049999993
15|1-5|4,3-5,0.049999993
15|1-5|4,3-6,0.049999993
15|1-5|4,4-1,0.049999993
15|1-5|4,4-2,0.049999993
15|1-5|4,4-3,0.049999993
15|1-5|4,4-4,0.049999993
15|1-5|4,4-5,0.049999993
15|1-5|4,4-6,0.049999993
14|4-2|5,Challenge,0.45206466
14|4-2|5,4-3,0.16865204
14|4-2|5,4-4,0.13892001
14|4-2|5,4-5,0.13288854
14|4-2|5,4-6,0.10747482
25|4-1|5,Challenge,0.45120835
25|4-1|5,4-2,0.12616667
25|4-1|5,4-3,0.10108334
25|4-1|5,4-4,0.099
25|4-1|5,4-5,0.10345833
25|4-1|5,4-6,0.11908333
46|1-3|3,Challenge,0.045454536
46|1-3|3,1-4,0.045454536
46|1-3|3,1-5,0.045454536
46|1-3|3,1-6,0.045454536
46|1-3|3,2-1,0.045454536
46|1-3|3,2-2,0.045454536
46|1-3|3,2-3,0.045454536
46|1-3|3,2-4,0.045454536
46|1-3|3,2-5,0.045454536
46|1-3|3,2-6,0.045454536
46|1-3|3,3-1,0.045454536
46|1-3|3,3-2,0.045454536
46|1-3|3,3-3,0.045454536
46|1-3|3,3-4,0.045454536
46|1-3|3,3-5,0.045454536
46|1-3|3,3-6,0.045454536
46|1-3|3,4-1,0.045454536
46|1-3|3,4-2,0.045454536
46|1-3|3,4-3,0.045454536
46|1-3|3,4-4,0.045454536
46|1-3|3,4-5,0.045454536
46|1-3|3,4-6,0.045454536
22|4-6|2,Challenge,1
35|4-1|1,Challenge,0.79004145
35|4-1|1,4-2,0.046933312
35|4-1|1,4-3,0.039772872
35|4-1|1,4-4,0.042881947
35|4-1|1,4-5,0.042362776
35|4-1|1,4-6,0.03800769
25|3-5|2,Challenge,0.30823684
25|3-5|2,3-6,0.11437788
25|3-5|2,4-1,0.10221536
25|3-5|2,4-2,0.10257312
25|3-5|2,4-3,0.09392818
25|3-5|2,4-4,0.09677805
25|3-5|2,4-5,0.09151301
25|3-5|2,4-6,0.09037759
23|4-3|6,Challenge,0.4888889
23|4-3|6,4-4,0.18333334
23|4-3|6,4-5,0.16975309
23|4-3|6,4-6,0.1580247
11|4-5|9,Challenge,0.5
11|4-5|9,4-6,0.5
15|3-2|5,Challenge,0.083838396
15|3-2|5,3-3,0.07828283
15|3-2|5,3-4,0.07828284
15|3-2|5,3-5,0.13939396
15|3-2|5,3-6,0.07828284
15|3-2|5,4-1,0.083838396
15|3-2|5,4-2,0.083838396
15|3-2|5,4-3,0.07828283
15|3-2|5,4-4,0.13106062
15|3-2|5,4-5,0.08106062
15|3-2|5,4-6,0.083838396
16|4-3|6,Challenge,0.5443263
16|4-3|6,4-4,0.18498819
16|4-3|6,4-5,0.12529552
16|4-3|6,4-6,0.14539008
26|4-3|1,Challenge,0.9592626
26|4-3|1,4-4,0.017164728
26|4-3|1,4-5,0.010201899
26|4-3|1,4-6,0.013370771
34|2-5|2,Challenge,0.28389257
34|2-5|2,2-6,0.058628507
34|2-5|2,3-1,0.056168802
34|2-5|2,3-2,0.07416081
34|2-5|2,3-3,0.07006316
34|2-5|2,3-4,0.05799562
34|2-5|2,3-5,0.055219263
34|2-5|2,3-6,0.05994925
34|2-5|2,4-1,0.04885119
34|2-5|2,4-2,0.05031816
34|2-5|2,4-3,0.050522175
34|2-5|2,4-4,0.045584664
34|2-5|2,4-5,0.043972157
34|2-5|2,4-6,0.044673666
66|3-3|3,Challenge,0.20633996
66|3-3|3,3-4,0.091018215
66|3-3|3,3-5,0.09132978
66|3-3|3,3-6,0.0950911
66|3-3|3,4-1,0.10464426
66|3-3|3,4-2,0.086121716
66|3-3|3,4-3,0.07993561
66|3-3|3,4-4,0.07806522
66|3-3|3,4-5,0.085591316
66|3-3|3,4-6,0.08186294
66|3-6|7,Challenge,0.14285715
66|3-6|7,4-1,0.14285715
66|3-6|7,4-2,0.14285715
66|3-6|7,4-3,0.14285715
66|3-6|7,4-4,0.14285715
66|3-6|7,4-5,0.14285715
66|3-6|7,4-6,0.14285715
34|4-3|5,Challenge,0.72650146
34|4-3|5,4-4,0.102827825
34|4-3|5,4-5,0.09219219
34|4-3|5,4-6,0.07847847
35|2-6|2,Challenge,0.24834964
35|2-6|2,3-1,0.07185584
35|2-6|2,3-2,0.07032046
35|2-6|2,3-3,0.07480251
35|2-6|2,3-4,0.069455385
35|2-6|2,3-5,0.059510145
35|2-6|2,3-6,0.07119485
35|2-6|2,4-1,0.06105738
35|2-6|2,4-2,0.059437763
35|2-6|2,4-3,0.053072236
35|2-6|2,4-4,0.05419206
35|2-6|2,4-5,0.05299366
35|2-6|2,4-6,0.05375804
35|4-6|2,Challenge,1
22|4-5|3,Challenge,0.97988504
22|4-5|3,4-6,0.020114943
44|3-3|3,Challenge,0.41834822
44|3-3|3,3-4,0.0836284
44|3-3|3,3-5,0.07121557
44|3-3|3,3-6,0.084717825
44|3-3|3,4-1,0.062560976
44|3-3|3,4-2,0.05781962
44|3-3|3,4-3,0.055551134
44|3-3|3,4-4,0.054763854
44|3-3|3,4-5,0.057255078
44|3-3|3,4-6,0.05413928
56|2-3|1,Challenge,0.31620374
56|2-3|1,2-4,0.050060462
56|2-3|1,2-5,0.05607117
56|2-3|1,2-6,0.047645386
56|2-3|1,3-1,0.047139734
56|2-3|1,3-2,0.044912692
56|2-3|1,3-3,0.04926469
56|2-3|1,3-4,0.04646118
56|2-3|1,3-5,0.053529836
56|2-3|1,3-6,0.045180004
56|2-3|1,4-1,0.042173084
56|2-3|1,4-2,0.041707512
56|2-3|1,4-3,0.03854564
56|2-3|1,4-4,0.04146048
56|2-3|1,4-5,0.03917101
56|2-3|1,4-6,0.040473443
12|3-3|4,Challenge,0.35994884
12|3-3|4,3-4,0.071364336
12|3-3|4,3-5,0.0651345
12|3-3|4,3-6,0.06311489
12|3-3|4,4-1,0.076571465
12|3-3|4,4-2,0.121984065
12|3-3|4,4-3,0.06227822
12|3-3|4,4-4,0.061418973
12|3-3|4,4-5,0.056364555
12|3-3|4,4-6,0.061820097
33|4-4|2,Challenge,0.96697885
33|4-4|2,4-5,0.017041074
33|4-4|2,4-6,0.015980085
36|3-6|2,Challenge,0.4225205
36|3-6|2,4-1,0.10681163
36|3-6|2,4-2,0.10120398
36|3-6|2,4-3,0.09808226
36|3-6|2,4-4,0.0900481
36|3-6|2,4-5,0.09020597
36|3-6|2,4-6,0.09112764
66|4-3|3,Challenge,0.8143043
66|4-3|3,4-4,0.071991265
66|4-3|3,4-5,0.051839244
66|4-3|3,4-6,0.06186512
66|3-5|2,Challenge,0.6769068
66|3-5|2,3-6,0.05071536
66|3-5|2,4-1,0.06893337
66|3-5|2,4-2,0.04657469
66|3-5|2,4-3,0.0409074
66|3-5|2,4-4,0.03556823
66|3-5|2,4-5,0.03950186
66|3-5|2,4-6,0.040892307
12|3-1|3,Challenge,0.13296728
12|3-1|3,3-2,0.09899257
12|3-1|3,3-3,0.081521645
12|3-1|3,3-4,0.123640686
12|3-1|3,3-5,0.08365721
12|3-1|3,3-6,0.07765342
12|3-1|3,4-1,0.071498446
12|3-1|3,4-2,0.07109671
12|3-1|3,4-3,0.0668919
12|3-1|3,4-4,0.069833525
12|3-1|3,4-5,0.06375088
12|3-1|3,4-6,0.05849576
56|4-5|2,Challenge,0.9937792
56|4-5|2,4-6,0.00622084
35|2-2|1,Challenge,0.123630755
35|2-2|1,2-3,0.05602664
35|2-2|1,2-4,0.056449156
35|2-2|1,2-5,0.061072987
35|2-2|1,2-6,0.061542165
35|2-2|1,3-1,0.0687244
35|2-2|1,3-2,0.06096289
35|2-2|1,3-3,0.059708677
35|2-2|1,3-4,0.057539176
35|2-2|1,3-5,0.06526635
35|2-2|1,3-6,0.053541556
35|2-2|1,4-1,0.05075475
35|2-2|1,4-2,0.044360373
35|2-2|1,4-3,0.045307055
35|2-2|1,4-4,0.047151048
35|2-2|1,4-5,0.043334875
35|2-2|1,4-6,0.044627063
36|3-3|6,Challenge,0.09999999
36|3-3|6,3-4,0.09999999
36|3-3|6,3-5,0.09999999
36|3-3|6,3-6,0.09999999
36|3-3|6,4-1,0.09999999
36|3-3|6,4-2,0.09999999
36|3-3|6,4-3,0.09999999
36|3-3|6,4-4,0.09999999
36|3-3|6,4-5,0.09999999
36|3-3|6,4-6,0.09999999
33|1-3|2,Challenge,0.036070213
33|1-3|2,1-4,0.10798789
33|1-3|2,1-5,0.037126206
33|1-3|2,1-6,0.035708975
33|1-3|2,2-1,0.034433465
33|1-3|2,2-2,0.12584503
33|1-3|2,2-3,0.03508361
33|1-3|2,2-4,0.036488455
33|1-3|2,2-5,0.036559317
33|1-3|2,2-6,0.036559317
33|1-3|2,3-1,0.033583123
33|1-3|2,3-2,0.037055347
33|1-3|2,3-3,0.036520664
33|1-3|2,3-4,0.036559317
33|1-3|2,3-5,0.035283808
33|1-3|2,3-6,0.036559317
33|1-3|2,4-1,0.0722736
33|1-3|2,4-2,0.048087448
33|1-3|2,4-3,0.035283804
33|1-3|2,4-4,0.034662865
33|1-3|2,4-5,0.036559317
33|1-3|2,4-6,0.035708975
14|3-4|6,Challenge,0.11574074
14|3-4|6,3-5,0.10532407
14|3-4|6,3-6,0.11574074
14|3-4|6,4-1,0.11574074
14|3-4|6,4-2,0.10532407
14|3-4|6,4-3,0.11574074
14|3-4|6,4-4,0.11574074
14|3-4|6,4-5,0.10532407
14|3-4|6,4-6,0.10532407
36|2-2|1,Challenge,0.14072537
36|2-2|1,2-3,0.05513258
36|2-2|1,2-4,0.0542353
36|2-2|1,2-5,0.059655983
36|2-2|1,2-6,0.062401
36|2-2|1,3-1,0.08092422
36|2-2|1,3-2,0.05637598
36|2-2|1,3-3,0.05484645
36|2-2|1,3-4,0.057633147
36|2-2|1,3-5,0.06018963
36|2-2|1,3-6,0.05216649
36|2-2|1,4-1,0.047241576
36|2-2|1,4-2,0.047359426
36|2-2|1,4-3,0.043336365
36|2-2|1,4-4,0.043170836
36|2-2|1,4-5,0.04004243
36|2-2|1,4-6,0.044563144
35|2-2|4,Challenge,0.058823537
35|2-2|4,2-3,0.058823537
35|2-2|4,2-4,0.058823537
35|2-2|4,2-5,0.058823537
35|2-2|4,2-6,0.058823537
35|2-2|4,3-1,0.058823537
35|2-2|4,3-2,0.058823537
35|2-2|4,3-3,0.058823537
35|2-2|4,3-4,0.058823537
35|2-2|4,3-5,0.058823537
35|2-2|4,3-6,0.058823537
35|2-2|4,4-1,0.058823537
35|2-2|4,4-2,0.058823537
35|2-2|4,4-3,0.058823537
35|2-2|4,4-4,0.058823537
35|2-2|4,4-5,0.058823537
35|2-2|4,4-6,0.058823537
45|4-5|2,Challenge,0.9947454
45|4-5|2,4-6,0.005254648
26|4-5|6,Challenge,0.8181818
26|4-5|6,4-6,0.18181819
45|3-3|6,Challenge,0.09999999
45|3-3|6,3-4,0.09999999
45|3-3|6,3-5,0.09999999
45|3-3|6,3-6,0.09999999
45|3-3|6,4-1,0.09999999
45|3-3|6,4-2,0.09999999
45|3-3|6,4-3,0.09999999
45|3-3|6,4-4,0.09999999
45|3-3|6,4-5,0.09999999
45|3-3|6,4-6,0.09999999
14|2-2|1,Challenge,0.21470068
14|2-2|1,2-3,0.058195118
14|2-2|1,2-4,0.05282454
14|2-2|1,2-5,0.063716374
14|2-2|1,2-6,0.053545434
14|2-2|1,3-1,0.052117366
14|2-2|1,3-2,0.048254006
14|2-2|1,3-3,0.05277914
14|2-2|1,3-4,0.05523132
14|2-2|1,3-5,0.054254115
14|2-2|1,3-6,0.053771567
14|2-2|1,4-1,0.042074855
14|2-2|1,4-2,0.04466436
14|2-2|1,4-3,0.037645288
14|2-2|1,4-4,0.038792897
14|2-2|1,4-5,0.039266303
14|2-2|1,4-6,0.038166743
36|4-1|6,Challenge,0.18200001
36|4-1|6,4-2,0.14266667
36|4-1|6,4-3,0.20799999
36|4-1|6,4-4,0.17599998
36|4-1|6,4-5,0.14
36|4-1|6,4-6,0.15133335
35|2-3|2,Challenge,0.078115754
35|2-3|2,2-4,0.07170499
35|2-3|2,2-5,0.0710319
35|2-3|2,2-6,0.06511959
35|2-3|2,3-1,0.064045586
35|2-3|2,3-2,0.06911712
35|2-3|2,3-3,0.06532617
35|2-3|2,3-4,0.06162201
35|2-3|2,3-5,0.060389213
35|2-3|2,3-6,0.06709069
35|2-3|2,4-1,0.05894412
35|2-3|2,4-2,0.055239454
35|2-3|2,4-3,0.052210387
35|2-3|2,4-4,0.052749485
35|2-3|2,4-5,0.05325581
35|2-3|2,4-6,0.05403778
14|2-4|2,Challenge,0.076954424
14|2-4|2,2-5,0.080278136
14|2-4|2,2-6,0.0789665
14|2-4|2,3-1,0.06557703
14|2-4|2,3-2,0.078111015
14|2-4|2,3-3,0.07028469
14|2-4|2,3-4,0.06800278
14|2-4|2,3-5,0.059690583
14|2-4|2,3-6,0.065251544
14|2-4|2,4-1,0.059656035
14|2-4|2,4-2,0.062278442
14|2-4|2,4-3,0.059953798
14|2-4|2,4-4,0.058271237
14|2-4|2,4-5,0.059018727
14|2-4|2,4-6,0.05770498
36|3-5|6,Challenge,0.12857144
36|3-5|6,3-6,0.12857144
36|3-5|6,4-1,0.12142859
36|3-5|6,4-2,0.107142866
36|3-5|6,4-3,0.12857144
36|3-5|6,4-4,0.12857144
36|3-5|6,4-5,0.12857144
36|3-5|6,4-6,0.12857144
33|3-2|5,Challenge,0.09090909
33|3-2|5,3-3,0.09090909
33|3-2|5,3-4,0.09090909
33|3-2|5,3-5,0.09090909
33|3-2|5,3-6,0.09090909
33|3-2|5,4-1,0.09090909
33|3-2|5,4-2,0.09090909
33|3-2|5,4-3,0.09090909
33|3-2|5,4-4,0.09090909
33|3-2|5,4-5,0.09090909
33|3-2|5,4-6,0.09090909
13|4-6|2,Challenge,1
24|4-3|7,Challenge,0.25
24|4-3|7,4-4,0.3409091
24|4-3|7,4-5,0.25
24|4-3|7,4-6,0.1590909
25|2-5|4,Challenge,0.06298795
25|2-5|4,2-6,0.06298795
25|2-5|4,3-1,0.06033543
25|2-5|4,3-2,0.09481818
25|2-5|4,3-3,0.13195345
25|2-5|4,3-4,0.08327448
25|2-5|4,3-5,0.06298795
25|2-5|4,3-6,0.06091538
25|2-5|4,4-1,0.06298795
25|2-5|4,4-2,0.055030387
25|2-5|4,4-3,0.07757681
25|2-5|4,4-4,0.06298795
25|2-5|4,4-5,0.059009165
25|2-5|4,4-6,0.062146902
34|2-1|4,Challenge,0.05555554
34|2-1|4,2-2,0.05555554
34|2-1|4,2-3,0.05555554
34|2-1|4,2-4,0.05555554
34|2-1|4,2-5,0.05555554
34|2-1|4,2-6,0.05555554
34|2-1|4,3-1,0.05555554
34|2-1|4,3-2,0.05555554
34|2-1|4,3-3,0.05555554
34|2-1|4,3-4,0.05555554
34|2-1|4,3-5,0.05555554
34|2-1|4,3-6,0.05555554
34|2-1|4,4-1,0.05555554
34|2-1|4,4-2,0.05555554
34|2-1|4,4-3,0.05555554
34|2-1|4,4-4,0.05555554
34|2-1|4,4-5,0.05555554
34|2-1|4,4-6,0.05555554
46|1-1|1,Challenge,0.043991283
46|1-1|1,1-2,0.04331069
46|1-1|1,1-3,0.04236501
46|1-1|1,1-4,0.046573896
46|1-1|1,1-5,0.048139088
46|1-1|1,1-6,0.044853088
46|1-1|1,2-1,0.04148898
46|1-1|1,2-2,0.042628843
46|1-1|1,2-3,0.043570194
46|1-1|1,2-4,0.05114946
46|1-1|1,2-5,0.042139288
46|1-1|1,2-6,0.045892913
46|1-1|1,3-1,0.040786557
46|1-1|1,3-2,0.037781402
46|1-1|1,3-3,0.046445243
46|1-1|1,3-4,0.039776832
46|1-1|1,3-5,0.05075803
46|1-1|1,3-6,0.038857043
46|1-1|1,4-1,0.036265004
46|1-1|1,4-2,0.035240173
46|1-1|1,4-3,0.033971693
46|1-1|1,4-4,0.03468711
46|1-1|1,4-5,0.03454451
46|1-1|1,4-6,0.034783855
11|3-6|6,Challenge,0.14880952
11|3-6|6,4-1,0.14880952
11|3-6|6,4-2,0.1279762
11|3-6|6,4-3,0.14880952
11|3-6|6,4-4,0.14880952
11|3-6|6,4-5,0.14880952
11|3-6|6,4-6,0.1279762
34|1-3|2,Challenge,0.042409487
34|1-3|2,1-4,0.05208969
34|1-3|2,1-5,0.044092953
34|1-3|2,1-6,0.043881413
34|1-3|2,2-1,0.051176388
34|1-3|2,2-2,0.042627793
34|1-3|2,2-3,0.04593678
34|1-3|2,2-4,0.042579602
34|1-3|2,2-5,0.04095135
34|1-3|2,2-6,0.049749594
34|1-3|2,3-1,0.043415666
34|1-3|2,3-2,0.049705848
34|1-3|2,3-3,0.06432997
34|1-3|2,3-4,0.041070193
34|1-3|2,3-5,0.05422321
34|1-3|2,3-6,0.04051455
34|1-3|2,4-1,0.047647424
34|1-3|2,4-2,0.04095541
34|1-3|2,4-3,0.04127661
34|1-3|2,4-4,0.040829595
34|1-3|2,4-5,0.038751747
34|1-3|2,4-6,0.04178485
12|4-3|1,Challenge,0.8947655
12|4-3|1,4-4,0.038921103
12|4-3|1,4-5,0.03209529
12|4-3|1,4-6,0.034218103
34|2-3|5,Challenge,0.0625
34|2-3|5,2-4,0.0625
34|2-3|5,2-5,0.0625
34|2-3|5,2-6,0.0625
34|2-3|5,3-1,0.0625
34|2-3|5,3-2,0.0625
34|2-3|5,3-3,0.0625
34|2-3|5,3-4,0.0625
34|2-3|5,3-5,0.0625
34|2-3|5,3-6,0.0625
34|2-3|5,4-1,0.0625
34|2-3|5,4-2,0.0625
34|2-3|5,4-3,0.0625
34|2-3|5,4-4,0.0625
34|2-3|5,4-5,0.0625
34|2-3|5,4-6,0.0625
13|3-2|5,Challenge,0.09204546
13|3-2|5,3-3,0.09204546
13|3-2|5,3-4,0.09204546
13|3-2|5,3-5,0.07954546
13|3-2|5,3-6,0.09204546
13|3-2|5,4-1,0.09204546
13|3-2|5,4-2,0.09204546
13|3-2|5,4-3,0.09204546
13|3-2|5,4-4,0.09204546
13|3-2|5,4-5,0.09204546
13|3-2|5,4-6,0.09204546
44|3-1|3,Challenge,0.3688878
44|3-1|3,3-2,0.055547316
44|3-1|3,3-3,0.058496248
44|3-1|3,3-4,0.1064568
44|3-1|3,3-5,0.051607247
44|3-1|3,3-6,0.052142594
44|3-1|3,4-1,0.05220422
44|3-1|3,4-2,0.05380158
44|3-1|3,4-3,0.051288262
44|3-1|3,4-4,0.051489405
44|3-1|3,4-5,0.050409522
44|3-1|3,4-6,0.047669042
26|2-3|2,Challenge,0.16215153
26|2-3|2,2-4,0.050122324
26|2-3|2,2-5,0.059239976
26|2-3|2,2-6,0.060734037
26|2-3|2,3-1,0.052808583
26|2-3|2,3-2,0.05536471
26|2-3|2,3-3,0.06592083
26|2-3|2,3-4,0.069719724
26|2-3|2,3-5,0.0567075
26|2-3|2,3-6,0.05611655
26|2-3|2,4-1,0.06894492
26|2-3|2,4-2,0.04785895
26|2-3|2,4-3,0.05031386
26|2-3|2,4-4,0.047218613
26|2-3|2,4-5,0.047533643
26|2-3|2,4-6,0.049244247
16|3-4|7,Challenge,0.11111111
16|3-4|7,3-5,0.11111111
16|3-4|7,3-6,0.11111111
16|3-4|7,4-1,0.11111111
16|3-4|7,4-2,0.11111111
16|3-4|7,4-3,0.11111111
16|3-4|7,4-4,0.11111111
16|3-4|7,4-5,0.11111111
16|3-4|7,4-6,0.11111111
66|3-4|5,Challenge,0.11846405
66|3-4|5,3-5,0.11846405
66|3-4|5,3-6,0.09652777
66|3-4|5,4-1,0.10743464
66|3-4|5,4-2,0.10743464
66|3-4|5,4-3,0.11478758
66|3-4|5,4-4,0.10902778
66|3-4|5,4-5,0.11270425
66|3-4|5,4-6,0.11515522
25|1-5|3,Challenge,0.05108358
25|1-5|3,1-6,0.05108358
25|1-5|3,2-1,0.05108358
25|1-5|3,2-2,0.05108358
25|1-5|3,2-3,0.044375636
25|1-5|3,2-4,0.05108358
25|1-5|3,2-5,0.05108358
25|1-5|3,2-6,0.0485036
25|1-5|3,3-1,0.044375636
25|1-5|3,3-2,0.05108358
25|1-5|3,3-3,0.05108358
25|1-5|3,3-4,0.05108358
25|1-5|3,3-5,0.05108358
25|1-5|3,3-6,0.05108358
25|1-5|3,4-1,0.05108358
25|1-5|3,4-2,0.05108358
25|1-5|3,4-3,0.047987606
25|1-5|3,4-4,0.05108358
25|1-5|3,4-5,0.0485036
25|1-5|3,4-6,0.05108358
66|4-2|2,Challenge,0.8590928
66|4-2|2,4-3,0.03721769
66|4-2|2,4-4,0.039010096
66|4-2|2,4-5,0.026518438
66|4-2|2,4-6,0.03816099
34|3-1|1,Challenge,0.6928492
34|3-1|1,3-2,0.032784715
34|3-1|1,3-3,0.0330508
34|3-1|1,3-4,0.027779922
34|3-1|1,3-5,0.030929975
34|3-1|1,3-6,0.02627459
34|3-1|1,4-1,0.025502216
34|3-1|1,4-2,0.026778625
34|3-1|1,4-3,0.02560433
34|3-1|1,4-4,0.02589736
34|3-1|1,4-5,0.025598612
34|3-1|1,4-6,0.02694974
36|3-4|1,Challenge,0.5421509
36|3-4|1,3-5,0.068128526
36|3-4|1,3-6,0.06197968
36|3-4|1,4-1,0.06362871
36|3-4|1,4-2,0.05488713
